Name,Crossing Number,Genus-3D,Bridge Index,Braid Index,Alexander
12a_710,12,4,3,5,1-9*t+ 33*t^2-66*t^3+ 81*t^4-66*t^5+ 33*t^6-9*t^7+ t^8
12a_711,12,4,3,5,1-8*t+ 27*t^2-53*t^3+ 65*t^4-53*t^5+ 27*t^6-8*t^7+ t^8
12a_712,12,4,3,5,1-9*t+ 34*t^2-70*t^3+ 87*t^4-70*t^5+ 34*t^6-9*t^7+ t^8
12a_713,12,4,2,4,2-8*t+ 17*t^2-27*t^3+ 31*t^4-27*t^5+ 17*t^6-8*t^7+ 2*t^8
12a_714,12,4,2,4,2-8*t+ 15*t^2-19*t^3+ 19*t^4-19*t^5+ 15*t^6-8*t^7+ 2*t^8
12a_715,12,3,2,5,4-18*t+ 38*t^2-49*t^3+ 38*t^4-18*t^5+ 4*t^6
12a_716,12,5,2,3,1-3*t+ 5*t^2-5*t^3+ 5*t^4-5*t^5+ 5*t^6-5*t^7+ 5*t^8-3*t^9+ t^10
12a_717,12,4,2,4,2-7*t+ 13*t^2-15*t^3+ 15*t^4-15*t^5+ 13*t^6-7*t^7+ 2*t^8
12a_718,12,4,2,4,2-8*t+ 18*t^2-27*t^3+ 31*t^4-27*t^5+ 18*t^6-8*t^7+ 2*t^8
12a_719,12,3,3,5,4-16*t+ 33*t^2-41*t^3+ 33*t^4-16*t^5+ 4*t^6
12a_720,12,4,2,4,2-8*t+ 16*t^2-20*t^3+ 21*t^4-20*t^5+ 16*t^6-8*t^7+ 2*t^8
12a_721,12,3,2,5,4-18*t+ 39*t^2-49*t^3+ 39*t^4-18*t^5+ 4*t^6
12a_722,12,5,2,3,1-3*t+ 3*t^2-3*t^3+ 3*t^4-3*t^5+ 3*t^6-3*t^7+ 3*t^8-3*t^9+ t^10
12a_723,12,4,2,4,2-7*t+ 9*t^2-9*t^3+ 9*t^4-9*t^5+ 9*t^6-7*t^7+ 2*t^8
12a_724,12,4,2,4,2-8*t+ 14*t^2-19*t^3+ 21*t^4-19*t^5+ 14*t^6-8*t^7+ 2*t^8
12a_725,12,3,3,5,4-16*t+ 25*t^2-27*t^3+ 25*t^4-16*t^5+ 4*t^6
12a_726,12,4,2,4,2-8*t+ 14*t^2-18*t^3+ 19*t^4-18*t^5+ 14*t^6-8*t^7+ 2*t^8
12a_727,12,3,2,5,4-18*t+ 35*t^2-43*t^3+ 35*t^4-18*t^5+ 4*t^6
12a_728,12,4,2,4,2-8*t+ 17*t^2-25*t^3+ 29*t^4-25*t^5+ 17*t^6-8*t^7+ 2*t^8
12a_729,12,3,2,5,4-18*t+ 38*t^2-47*t^3+ 38*t^4-18*t^5+ 4*t^6
12a_730,12,3,3,5,4-18*t+ 34*t^2-41*t^3+ 34*t^4-18*t^5+ 4*t^6
12a_731,12,3,2,5,4-14*t+ 22*t^2-25*t^3+ 22*t^4-14*t^5+ 4*t^6
12a_732,12,3,2,5,3-11*t+ 21*t^2-25*t^3+ 21*t^4-11*t^5+ 3*t^6
12a_733,12,3,2,5,3-11*t+ 15*t^2-15*t^3+ 15*t^4-11*t^5+ 3*t^6
12a_734,12,4,3,4,2-10*t+ 26*t^2-46*t^3+ 55*t^4-46*t^5+ 26*t^6-10*t^7+ 2*t^8
12a_735,12,2,3,6,6-25*t+ 37*t^2-25*t^3+ 6*t^4
12a_736,12,3,2,5,4-16*t+ 31*t^2-39*t^3+ 31*t^4-16*t^5+ 4*t^6
12a_737,12,4,3,4,2-9*t+ 21*t^2-32*t^3+ 37*t^4-32*t^5+ 21*t^6-9*t^7+ 2*t^8
12a_738,12,3,2,5,3-13*t+ 27*t^2-33*t^3+ 27*t^4-13*t^5+ 3*t^6
12a_739,12,4,3,4,2-9*t+ 19*t^2-28*t^3+ 31*t^4-28*t^5+ 19*t^6-9*t^7+ 2*t^8
12a_740,12,3,2,5,3-13*t+ 25*t^2-31*t^3+ 25*t^4-13*t^5+ 3*t^6
12a_741,12,3,3,5,5-25*t+ 54*t^2-69*t^3+ 54*t^4-25*t^5+ 5*t^6
12a_742,12,4,3,4,2-8*t+ 17*t^2-26*t^3+ 29*t^4-26*t^5+ 17*t^6-8*t^7+ 2*t^8
12a_743,12,2,2,6,6-20*t+ 27*t^2-20*t^3+ 6*t^4
12a_744,12,2,2,6,4-15*t+ 23*t^2-15*t^3+ 4*t^4
12a_745,12,2,2,6,4-15*t+ 21*t^2-15*t^3+ 4*t^4
12a_746,12,4,3,4,2-10*t+ 26*t^2-44*t^3+ 53*t^4-44*t^5+ 26*t^6-10*t^7+ 2*t^8
12a_747,12,4,3,5,1-8*t+ 25*t^2-45*t^3+ 53*t^4-45*t^5+ 25*t^6-8*t^7+ t^8
12a_748,12,3,3,5,4-16*t+ 30*t^2-37*t^3+ 30*t^4-16*t^5+ 4*t^6
12a_749,12,3,3,5,4-16*t+ 32*t^2-39*t^3+ 32*t^4-16*t^5+ 4*t^6
12a_750,12,2,4,6,8-34*t+ 51*t^2-34*t^3+ 8*t^4
12a_751,12,3,3,6,2-14*t+ 38*t^2-53*t^3+ 38*t^4-14*t^5+ 2*t^6
12a_752,12,2,3,6,8-29*t+ 41*t^2-29*t^3+ 8*t^4
12a_753,12,2,3,6,6-21*t+ 31*t^2-21*t^3+ 6*t^4
12a_754,12,4,3,5,1-9*t+ 30*t^2-57*t^3+ 69*t^4-57*t^5+ 30*t^6-9*t^7+ t^8
12a_755,12,4,3,4,2-11*t+ 31*t^2-57*t^3+ 69*t^4-57*t^5+ 31*t^6-11*t^7+ 2*t^8
12a_756,12,4,3,5,1-8*t+ 23*t^2-39*t^3+ 45*t^4-39*t^5+ 23*t^6-8*t^7+ t^8
12a_757,12,4,3,4,2-9*t+ 20*t^2-32*t^3+ 37*t^4-32*t^5+ 20*t^6-9*t^7+ 2*t^8
12a_758,12,3,2,5,3-13*t+ 25*t^2-31*t^3+ 25*t^4-13*t^5+ 3*t^6
12a_759,12,4,2,4,2-6*t+ 9*t^2-9*t^3+ 9*t^4-9*t^5+ 9*t^6-6*t^7+ 2*t^8
12a_760,12,3,2,5,4-14*t+ 24*t^2-27*t^3+ 24*t^4-14*t^5+ 4*t^6
12a_761,12,3,2,5,4-16*t+ 31*t^2-37*t^3+ 31*t^4-16*t^5+ 4*t^6
12a_762,12,4,2,4,2-6*t+ 7*t^2-7*t^3+ 7*t^4-7*t^5+ 7*t^6-6*t^7+ 2*t^8
12a_763,12,3,2,5,4-14*t+ 20*t^2-21*t^3+ 20*t^4-14*t^5+ 4*t^6
12a_764,12,3,2,5,4-16*t+ 29*t^2-35*t^3+ 29*t^4-16*t^5+ 4*t^6
12a_765,12,4,3,5,1-9*t+ 31*t^2-60*t^3+ 75*t^4-60*t^5+ 31*t^6-9*t^7+ t^8
12a_766,12,4,3,5,1-8*t+ 25*t^2-45*t^3+ 55*t^4-45*t^5+ 25*t^6-8*t^7+ t^8
12a_767,12,2,3,6,8-31*t+ 45*t^2-31*t^3+ 8*t^4
12a_768,12,4,3,5,1-8*t+ 23*t^2-38*t^3+ 43*t^4-38*t^5+ 23*t^6-8*t^7+ t^8
12a_769,12,3,3,6,2-16*t+ 45*t^2-63*t^3+ 45*t^4-16*t^5+ 2*t^6
12a_770,12,3,3,6,2-17*t+ 48*t^2-65*t^3+ 48*t^4-17*t^5+ 2*t^6
12a_771,12,3,3,5,5-23*t+ 50*t^2-63*t^3+ 50*t^4-23*t^5+ 5*t^6
12a_772,12,3,3,5,4-16*t+ 28*t^2-33*t^3+ 28*t^4-16*t^5+ 4*t^6
12a_773,12,2,2,6,6-23*t+ 33*t^2-23*t^3+ 6*t^4
12a_774,12,2,2,6,6-22*t+ 33*t^2-22*t^3+ 6*t^4
12a_775,12,2,2,6,6-22*t+ 31*t^2-22*t^3+ 6*t^4
12a_776,12,4,3,5,1-8*t+ 25*t^2-46*t^3+ 55*t^4-46*t^5+ 25*t^6-8*t^7+ t^8
12a_777,12,4,3,5,1-8*t+ 23*t^2-36*t^3+ 41*t^4-36*t^5+ 23*t^6-8*t^7+ t^8
12a_778,12,4,3,5,1-9*t+ 30*t^2-57*t^3+ 71*t^4-57*t^5+ 30*t^6-9*t^7+ t^8
12a_779,12,3,3,6,2-16*t+ 44*t^2-61*t^3+ 44*t^4-16*t^5+ 2*t^6
12a_780,12,3,3,5,5-24*t+ 51*t^2-65*t^3+ 51*t^4-24*t^5+ 5*t^6
12a_781,12,3,3,6,2-14*t+ 37*t^2-51*t^3+ 37*t^4-14*t^5+ 2*t^6
12a_782,12,3,3,6,2-14*t+ 36*t^2-47*t^3+ 36*t^4-14*t^5+ 2*t^6
12a_783,12,3,3,6,2-16*t+ 45*t^2-61*t^3+ 45*t^4-16*t^5+ 2*t^6
12a_784,12,4,3,4,2-9*t+ 23*t^2-39*t^3+ 47*t^4-39*t^5+ 23*t^6-9*t^7+ 2*t^8
12a_785,12,4,3,5,1-9*t+ 32*t^2-62*t^3+ 77*t^4-62*t^5+ 32*t^6-9*t^7+ t^8
12a_786,12,3,3,6,2-15*t+ 40*t^2-55*t^3+ 40*t^4-15*t^5+ 2*t^6
12a_787,12,2,3,6,8-29*t+ 43*t^2-29*t^3+ 8*t^4
12a_788,12,4,3,5,1-8*t+ 31*t^2-67*t^3+ 85*t^4-67*t^5+ 31*t^6-8*t^7+ t^8
12a_789,12,4,3,4,2-7*t+ 14*t^2-20*t^3+ 23*t^4-20*t^5+ 14*t^6-7*t^7+ 2*t^8
12a_790,12,3,3,5,4-16*t+ 32*t^2-39*t^3+ 32*t^4-16*t^5+ 4*t^6
12a_791,12,3,2,5,3-9*t+ 13*t^2-13*t^3+ 13*t^4-9*t^5+ 3*t^6
12a_792,12,2,2,6,6-21*t+ 31*t^2-21*t^3+ 6*t^4
12a_793,12,4,3,5,1-9*t+ 32*t^2-62*t^3+ 77*t^4-62*t^5+ 32*t^6-9*t^7+ t^8
12a_794,12,4,3,4,2-7*t+ 12*t^2-16*t^3+ 17*t^4-16*t^5+ 12*t^6-7*t^7+ 2*t^8
12a_795,12,3,3,5,4-16*t+ 30*t^2-37*t^3+ 30*t^4-16*t^5+ 4*t^6
12a_796,12,3,2,5,3-9*t+ 11*t^2-11*t^3+ 11*t^4-9*t^5+ 3*t^6
12a_797,12,2,2,6,6-21*t+ 29*t^2-21*t^3+ 6*t^4
12a_798,12,3,3,5,5-23*t+ 48*t^2-61*t^3+ 48*t^4-23*t^5+ 5*t^6
12a_799,12,3,3,6,2-15*t+ 42*t^2-57*t^3+ 42*t^4-15*t^5+ 2*t^6
12a_800,12,3,3,5,3-11*t+ 20*t^2-25*t^3+ 20*t^4-11*t^5+ 3*t^6
12a_801,12,4,4,4,2-8*t+ 17*t^2-26*t^3+ 29*t^4-26*t^5+ 17*t^6-8*t^7+ 2*t^8
12a_802,12,2,2,6,4-12*t+ 15*t^2-12*t^3+ 4*t^4
12a_803,12,1,2,7,5-11*t+ 5*t^2
12a_804,12,4,3,5,2-12*t+ 32*t^2-50*t^3+ 57*t^4-50*t^5+ 32*t^6-12*t^7+ 2*t^8
12a_805,12,5,3,3,1-5*t+ 11*t^2-17*t^3+ 20*t^4-21*t^5+ 20*t^6-17*t^7+ 11*t^8-5*t^9+ t^10
12a_806,12,4,3,4,2-11*t+ 27*t^2-44*t^3+ 51*t^4-44*t^5+ 27*t^6-11*t^7+ 2*t^8
12a_807,12,4,3,4,2-11*t+ 28*t^2-47*t^3+ 55*t^4-47*t^5+ 28*t^6-11*t^7+ 2*t^8
12a_808,12,3,3,5,3-15*t+ 32*t^2-41*t^3+ 32*t^4-15*t^5+ 3*t^6
12a_809,12,4,3,4,2-11*t+ 27*t^2-39*t^3+ 43*t^4-39*t^5+ 27*t^6-11*t^7+ 2*t^8
12a_810,12,3,3,5,4-23*t+ 57*t^2-75*t^3+ 57*t^4-23*t^5+ 4*t^6
12a_811,12,4,3,4,3-10*t+ 19*t^2-26*t^3+ 29*t^4-26*t^5+ 19*t^6-10*t^7+ 3*t^8
12a_812,12,3,3,5,5-23*t+ 45*t^2-55*t^3+ 45*t^4-23*t^5+ 5*t^6
12a_813,12,4,3,4,3-9*t+ 16*t^2-22*t^3+ 25*t^4-22*t^5+ 16*t^6-9*t^7+ 3*t^8
12a_814,12,3,3,5,6-20*t+ 34*t^2-39*t^3+ 34*t^4-20*t^5+ 6*t^6
12a_815,12,5,3,3,1-3*t+ 7*t^2-12*t^3+ 16*t^4-17*t^5+ 16*t^6-12*t^7+ 7*t^8-3*t^9+ t^10
12a_816,12,4,3,4,2-7*t+ 17*t^2-30*t^3+ 37*t^4-30*t^5+ 17*t^6-7*t^7+ 2*t^8
12a_817,12,4,3,4,3-10*t+ 19*t^2-26*t^3+ 29*t^4-26*t^5+ 19*t^6-10*t^7+ 3*t^8
12a_818,12,4,3,5,1-7*t+ 23*t^2-42*t^3+ 49*t^4-42*t^5+ 23*t^6-7*t^7+ t^8
12a_819,12,5,3,3,1-5*t+ 12*t^2-21*t^3+ 29*t^4-33*t^5+ 29*t^6-21*t^7+ 12*t^8-5*t^9+ t^10
12a_820,12,4,3,4,2-10*t+ 23*t^2-35*t^3+ 39*t^4-35*t^5+ 23*t^6-10*t^7+ 2*t^8
12a_821,12,3,3,5,4-20*t+ 44*t^2-57*t^3+ 44*t^4-20*t^5+ 4*t^6
12a_822,12,4,3,4,2-8*t+ 15*t^2-22*t^3+ 25*t^4-22*t^5+ 15*t^6-8*t^7+ 2*t^8
12a_823,12,3,3,5,4-17*t+ 31*t^2-37*t^3+ 31*t^4-17*t^5+ 4*t^6
12a_824,12,5,3,3,1-3*t+ 7*t^2-13*t^3+ 19*t^4-21*t^5+ 19*t^6-13*t^7+ 7*t^8-3*t^9+ t^10
12a_825,12,4,3,4,2-7*t+ 16*t^2-27*t^3+ 33*t^4-27*t^5+ 16*t^6-7*t^7+ 2*t^8
12a_826,12,4,3,4,2-6*t+ 11*t^2-16*t^3+ 19*t^4-16*t^5+ 11*t^6-6*t^7+ 2*t^8
12a_827,12,3,3,5,4-13*t+ 21*t^2-23*t^3+ 21*t^4-13*t^5+ 4*t^6
12a_828,12,3,3,5,7-24*t+ 42*t^2-49*t^3+ 42*t^4-24*t^5+ 7*t^6
12a_829,12,4,3,5,2-11*t+ 25*t^2-37*t^3+ 41*t^4-37*t^5+ 25*t^6-11*t^7+ 2*t^8
12a_830,12,4,3,4,2-9*t+ 24*t^2-42*t^3+ 51*t^4-42*t^5+ 24*t^6-9*t^7+ 2*t^8
12a_831,12,4,3,4,2-9*t+ 24*t^2-42*t^3+ 51*t^4-42*t^5+ 24*t^6-9*t^7+ 2*t^8
12a_832,12,4,3,5,2-11*t+ 25*t^2-37*t^3+ 41*t^4-37*t^5+ 25*t^6-11*t^7+ 2*t^8
12a_833,12,4,3,4,2-9*t+ 19*t^2-29*t^3+ 33*t^4-29*t^5+ 19*t^6-9*t^7+ 2*t^8
12a_834,12,3,3,5,4-19*t+ 39*t^2-49*t^3+ 39*t^4-19*t^5+ 4*t^6
12a_835,12,5,3,3,1-3*t+ 6*t^2-9*t^3+ 11*t^4-11*t^5+ 11*t^6-9*t^7+ 6*t^8-3*t^9+ t^10
12a_836,12,4,3,4,2-7*t+ 15*t^2-24*t^3+ 29*t^4-24*t^5+ 15*t^6-7*t^7+ 2*t^8
12a_837,12,4,3,4,2-8*t+ 18*t^2-28*t^3+ 33*t^4-28*t^5+ 18*t^6-8*t^7+ 2*t^8
12a_838,12,5,3,3,1-3*t+ 4*t^2-5*t^3+ 5*t^4-5*t^5+ 5*t^6-5*t^7+ 4*t^8-3*t^9+ t^10
12a_839,12,4,3,4,2-7*t+ 11*t^2-14*t^3+ 15*t^4-14*t^5+ 11*t^6-7*t^7+ 2*t^8
12a_840,12,4,3,4,2-8*t+ 16*t^2-24*t^3+ 27*t^4-24*t^5+ 16*t^6-8*t^7+ 2*t^8
12a_841,12,3,3,5,4-16*t+ 28*t^2-33*t^3+ 28*t^4-16*t^5+ 4*t^6
12a_842,12,3,3,5,3-11*t+ 20*t^2-23*t^3+ 20*t^4-11*t^5+ 3*t^6
12a_843,12,3,3,5,3-11*t+ 18*t^2-21*t^3+ 18*t^4-11*t^5+ 3*t^6
12a_844,12,4,3,5,1-8*t+ 24*t^2-43*t^3+ 51*t^4-43*t^5+ 24*t^6-8*t^7+ t^8
12a_845,12,3,3,5,4-14*t+ 24*t^2-27*t^3+ 24*t^4-14*t^5+ 4*t^6
12a_846,12,4,3,5,1-8*t+ 24*t^2-43*t^3+ 51*t^4-43*t^5+ 24*t^6-8*t^7+ t^8
12a_847,12,4,3,5,1-8*t+ 24*t^2-39*t^3+ 45*t^4-39*t^5+ 24*t^6-8*t^7+ t^8
12a_848,12,4,3,4,2-9*t+ 21*t^2-31*t^3+ 35*t^4-31*t^5+ 21*t^6-9*t^7+ 2*t^8
12a_849,12,3,3,5,4-19*t+ 43*t^2-55*t^3+ 43*t^4-19*t^5+ 4*t^6
12a_850,12,5,3,3,1-4*t+ 8*t^2-12*t^3+ 13*t^4-13*t^5+ 13*t^6-12*t^7+ 8*t^8-4*t^9+ t^10
12a_851,12,4,3,4,2-9*t+ 20*t^2-32*t^3+ 37*t^4-32*t^5+ 20*t^6-9*t^7+ 2*t^8
12a_852,12,4,3,4,2-10*t+ 25*t^2-42*t^3+ 49*t^4-42*t^5+ 25*t^6-10*t^7+ 2*t^8
12a_853,12,3,3,5,4-19*t+ 40*t^2-51*t^3+ 40*t^4-19*t^5+ 4*t^6
12a_854,12,3,3,5,3-14*t+ 30*t^2-39*t^3+ 30*t^4-14*t^5+ 3*t^6
12a_855,12,4,3,4,2-10*t+ 23*t^2-33*t^3+ 35*t^4-33*t^5+ 23*t^6-10*t^7+ 2*t^8
12a_856,12,3,3,5,4-22*t+ 54*t^2-73*t^3+ 54*t^4-22*t^5+ 4*t^6
12a_857,12,4,3,4,2-11*t+ 29*t^2-49*t^3+ 57*t^4-49*t^5+ 29*t^6-11*t^7+ 2*t^8
12a_858,12,3,3,5,3-16*t+ 38*t^2-51*t^3+ 38*t^4-16*t^5+ 3*t^6
12a_859,12,5,3,3,1-4*t+ 8*t^2-10*t^3+ 11*t^4-11*t^5+ 11*t^6-10*t^7+ 8*t^8-4*t^9+ t^10
12a_860,12,4,3,4,2-9*t+ 20*t^2-28*t^3+ 31*t^4-28*t^5+ 20*t^6-9*t^7+ 2*t^8
12a_861,12,4,3,4,2-10*t+ 25*t^2-40*t^3+ 47*t^4-40*t^5+ 25*t^6-10*t^7+ 2*t^8
12a_862,12,3,3,5,4-19*t+ 42*t^2-53*t^3+ 42*t^4-19*t^5+ 4*t^6
12a_863,12,3,3,5,3-14*t+ 30*t^2-37*t^3+ 30*t^4-14*t^5+ 3*t^6
12a_864,12,5,3,3,1-5*t+ 12*t^2-20*t^3+ 27*t^4-29*t^5+ 27*t^6-20*t^7+ 12*t^8-5*t^9+ t^10
12a_865,12,4,3,4,2-11*t+ 28*t^2-46*t^3+ 55*t^4-46*t^5+ 28*t^6-11*t^7+ 2*t^8
12a_866,12,4,3,4,2-12*t+ 34*t^2-62*t^3+ 75*t^4-62*t^5+ 34*t^6-12*t^7+ 2*t^8
12a_867,12,4,3,5,1-9*t+ 34*t^2-69*t^3+ 87*t^4-69*t^5+ 34*t^6-9*t^7+ t^8
12a_868,12,4,3,5,1-10*t+ 39*t^2-84*t^3+ 109*t^4-84*t^5+ 39*t^6-10*t^7+ t^8
12a_869,12,5,3,3,1-5*t+ 12*t^2-21*t^3+ 27*t^4-29*t^5+ 27*t^6-21*t^7+ 12*t^8-5*t^9+ t^10
12a_870,12,4,3,4,2-10*t+ 23*t^2-37*t^3+ 43*t^4-37*t^5+ 23*t^6-10*t^7+ 2*t^8
12a_871,12,4,3,4,2-11*t+ 27*t^2-45*t^3+ 53*t^4-45*t^5+ 27*t^6-11*t^7+ 2*t^8
12a_872,12,3,3,5,4-21*t+ 45*t^2-57*t^3+ 45*t^4-21*t^5+ 4*t^6
12a_873,12,3,3,5,5-22*t+ 42*t^2-51*t^3+ 42*t^4-22*t^5+ 5*t^6
12a_874,12,4,3,4,2-12*t+ 33*t^2-59*t^3+ 71*t^4-59*t^5+ 33*t^6-12*t^7+ 2*t^8
12a_875,12,3,3,5,5-29*t+ 72*t^2-95*t^3+ 72*t^4-29*t^5+ 5*t^6
12a_876,12,4,3,4,3-8*t+ 13*t^2-18*t^3+ 21*t^4-18*t^5+ 13*t^6-8*t^7+ 3*t^8
12a_877,12,3,3,5,6-18*t+ 27*t^2-29*t^3+ 27*t^4-18*t^5+ 6*t^6
12a_878,12,5,3,3,1-3*t+ 6*t^2-9*t^3+ 12*t^4-13*t^5+ 12*t^6-9*t^7+ 6*t^8-3*t^9+ t^10
12a_879,12,4,3,4,2-7*t+ 15*t^2-23*t^3+ 27*t^4-23*t^5+ 15*t^6-7*t^7+ 2*t^8
12a_880,12,2,3,6,12-40*t+ 57*t^2-40*t^3+ 12*t^4
12a_881,12,4,3,4,2-7*t+ 13*t^2-15*t^3+ 15*t^4-15*t^5+ 13*t^6-7*t^7+ 2*t^8
12a_882,12,3,3,5,4-16*t+ 33*t^2-41*t^3+ 33*t^4-16*t^5+ 4*t^6
12a_883,12,3,3,5,4-20*t+ 42*t^2-53*t^3+ 42*t^4-20*t^5+ 4*t^6
12a_884,12,4,3,5,1-9*t+ 33*t^2-66*t^3+ 81*t^4-66*t^5+ 33*t^6-9*t^7+ t^8
12a_885,12,4,3,5,1-9*t+ 32*t^2-63*t^3+ 77*t^4-63*t^5+ 32*t^6-9*t^7+ t^8
12a_886,12,4,3,5,1-7*t+ 24*t^2-45*t^3+ 53*t^4-45*t^5+ 24*t^6-7*t^7+ t^8
12a_887,12,4,3,5,1-9*t+ 32*t^2-63*t^3+ 79*t^4-63*t^5+ 32*t^6-9*t^7+ t^8
12a_888,12,4,3,5,1-9*t+ 33*t^2-67*t^3+ 83*t^4-67*t^5+ 33*t^6-9*t^7+ t^8
12a_889,12,4,3,4,2-10*t+ 22*t^2-32*t^3+ 35*t^4-32*t^5+ 22*t^6-10*t^7+ 2*t^8
12a_890,12,3,3,5,4-21*t+ 47*t^2-61*t^3+ 47*t^4-21*t^5+ 4*t^6
12a_891,12,4,3,4,2-11*t+ 29*t^2-47*t^3+ 55*t^4-47*t^5+ 29*t^6-11*t^7+ 2*t^8
12a_892,12,3,3,5,4-22*t+ 53*t^2-69*t^3+ 53*t^4-22*t^5+ 4*t^6
12a_893,12,4,3,5,1-9*t+ 33*t^2-68*t^3+ 87*t^4-68*t^5+ 33*t^6-9*t^7+ t^8
12a_894,12,4,3,4,2-12*t+ 33*t^2-56*t^3+ 67*t^4-56*t^5+ 33*t^6-12*t^7+ 2*t^8
12a_895,12,4,3,4,2-10*t+ 27*t^2-51*t^3+ 63*t^4-51*t^5+ 27*t^6-10*t^7+ 2*t^8
12a_896,12,4,3,4,2-11*t+ 26*t^2-40*t^3+ 45*t^4-40*t^5+ 26*t^6-11*t^7+ 2*t^8
12a_897,12,3,3,5,4-22*t+ 50*t^2-65*t^3+ 50*t^4-22*t^5+ 4*t^6
12a_898,12,5,3,3,1-4*t+ 11*t^2-21*t^3+ 30*t^4-33*t^5+ 30*t^6-21*t^7+ 11*t^8-4*t^9+ t^10
12a_899,12,4,3,4,2-8*t+ 20*t^2-35*t^3+ 43*t^4-35*t^5+ 20*t^6-8*t^7+ 2*t^8
12a_900,12,3,3,5,8-29*t+ 54*t^2-65*t^3+ 54*t^4-29*t^5+ 8*t^6
12a_901,12,4,3,5,1-9*t+ 27*t^2-47*t^3+ 55*t^4-47*t^5+ 27*t^6-9*t^7+ t^8
12a_902,12,3,3,6,2-18*t+ 51*t^2-71*t^3+ 51*t^4-18*t^5+ 2*t^6
12a_903,12,3,3,5,5-26*t+ 57*t^2-73*t^3+ 57*t^4-26*t^5+ 5*t^6
12a_904,12,4,3,4,2-10*t+ 23*t^2-36*t^3+ 41*t^4-36*t^5+ 23*t^6-10*t^7+ 2*t^8
12a_905,12,3,3,5,4-20*t+ 43*t^2-55*t^3+ 43*t^4-20*t^5+ 4*t^6
12a_906,12,4,3,5,1-8*t+ 26*t^2-53*t^3+ 69*t^4-53*t^5+ 26*t^6-8*t^7+ t^8
12a_907,12,4,3,4,2-11*t+ 29*t^2-45*t^3+ 51*t^4-45*t^5+ 29*t^6-11*t^7+ 2*t^8
12a_908,12,3,3,5,4-22*t+ 55*t^2-73*t^3+ 55*t^4-22*t^5+ 4*t^6
12a_909,12,5,3,3,1-4*t+ 9*t^2-14*t^3+ 16*t^4-17*t^5+ 16*t^6-14*t^7+ 9*t^8-4*t^9+ t^10
12a_910,12,4,3,4,2-9*t+ 22*t^2-36*t^3+ 41*t^4-36*t^5+ 22*t^6-9*t^7+ 2*t^8
12a_911,12,4,3,4,2-9*t+ 23*t^2-39*t^3+ 45*t^4-39*t^5+ 23*t^6-9*t^7+ 2*t^8
12a_912,12,3,3,5,3-12*t+ 26*t^2-35*t^3+ 26*t^4-12*t^5+ 3*t^6
12a_913,12,4,3,5,1-7*t+ 24*t^2-48*t^3+ 59*t^4-48*t^5+ 24*t^6-7*t^7+ t^8
12a_914,12,3,3,5,5-25*t+ 59*t^2-77*t^3+ 59*t^4-25*t^5+ 5*t^6
12a_915,12,3,3,6,3-23*t+ 65*t^2-89*t^3+ 65*t^4-23*t^5+ 3*t^6
12a_916,12,5,3,3,1-4*t+ 10*t^2-18*t^3+ 26*t^4-29*t^5+ 26*t^6-18*t^7+ 10*t^8-4*t^9+ t^10
12a_917,12,4,3,4,2-9*t+ 23*t^2-39*t^3+ 47*t^4-39*t^5+ 23*t^6-9*t^7+ 2*t^8
12a_918,12,4,3,5,1-9*t+ 29*t^2-53*t^3+ 63*t^4-53*t^5+ 29*t^6-9*t^7+ t^8
12a_919,12,3,3,6,2-16*t+ 45*t^2-63*t^3+ 45*t^4-16*t^5+ 2*t^6
12a_920,12,5,3,3,1-4*t+ 9*t^2-16*t^3+ 21*t^4-23*t^5+ 21*t^6-16*t^7+ 9*t^8-4*t^9+ t^10
12a_921,12,4,3,4,2-9*t+ 21*t^2-35*t^3+ 41*t^4-35*t^5+ 21*t^6-9*t^7+ 2*t^8
12a_922,12,4,3,4,2-11*t+ 32*t^2-60*t^3+ 73*t^4-60*t^5+ 32*t^6-11*t^7+ 2*t^8
12a_923,12,4,3,4,2-9*t+ 18*t^2-25*t^3+ 27*t^4-25*t^5+ 18*t^6-9*t^7+ 2*t^8
12a_924,12,3,3,5,4-20*t+ 43*t^2-55*t^3+ 43*t^4-20*t^5+ 4*t^6
12a_925,12,4,3,4,2-10*t+ 28*t^2-51*t^3+ 63*t^4-51*t^5+ 28*t^6-10*t^7+ 2*t^8
12a_926,12,4,3,4,2-8*t+ 16*t^2-24*t^3+ 27*t^4-24*t^5+ 16*t^6-8*t^7+ 2*t^8
12a_927,12,3,3,5,4-18*t+ 37*t^2-47*t^3+ 37*t^4-18*t^5+ 4*t^6
12a_928,12,4,3,5,1-8*t+ 31*t^2-69*t^3+ 91*t^4-69*t^5+ 31*t^6-8*t^7+ t^8
12a_929,12,4,3,4,2-10*t+ 25*t^2-41*t^3+ 47*t^4-41*t^5+ 25*t^6-10*t^7+ 2*t^8
12a_930,12,4,3,4,2-9*t+ 19*t^2-28*t^3+ 31*t^4-28*t^5+ 19*t^6-9*t^7+ 2*t^8
12a_931,12,3,3,5,4-19*t+ 40*t^2-51*t^3+ 40*t^4-19*t^5+ 4*t^6
12a_932,12,4,3,5,1-7*t+ 24*t^2-46*t^3+ 55*t^4-46*t^5+ 24*t^6-7*t^7+ t^8
12a_933,12,4,3,5,1-8*t+ 26*t^2-49*t^3+ 59*t^4-49*t^5+ 26*t^6-8*t^7+ t^8
