Name,Crossing Number,Genus-3D,Bridge Index,Braid Index,Alexander
12a_13,12,4,3,5,1-8*t+ 28*t^2-55*t^3+ 69*t^4-55*t^5+ 28*t^6-8*t^7+ t^8
12a_14,12,4,3,5,1-8*t+ 28*t^2-55*t^3+ 67*t^4-55*t^5+ 28*t^6-8*t^7+ t^8
12a_15,12,4,3,5,1-8*t+ 28*t^2-55*t^3+ 69*t^4-55*t^5+ 28*t^6-8*t^7+ t^8
12a_16,12,4,3,5,1-7*t+ 22*t^2-43*t^3+ 55*t^4-43*t^5+ 22*t^6-7*t^7+ t^8
12a_17,12,4,3,5,1-7*t+ 24*t^2-49*t^3+ 61*t^4-49*t^5+ 24*t^6-7*t^7+ t^8
12a_18,12,4,3,5,1-7*t+ 20*t^2-31*t^3+ 33*t^4-31*t^5+ 20*t^6-7*t^7+ t^8
12a_19,12,4,3,5,1-7*t+ 22*t^2-41*t^3+ 49*t^4-41*t^5+ 22*t^6-7*t^7+ t^8
12a_20,12,4,3,5,1-7*t+ 22*t^2-41*t^3+ 51*t^4-41*t^5+ 22*t^6-7*t^7+ t^8
12a_21,12,3,3,5,4-21*t+ 45*t^2-57*t^3+ 45*t^4-21*t^5+ 4*t^6
12a_22,12,3,3,6,2-13*t+ 35*t^2-49*t^3+ 35*t^4-13*t^5+ 2*t^6
12a_23,12,3,3,6,2-15*t+ 45*t^2-65*t^3+ 45*t^4-15*t^5+ 2*t^6
12a_24,12,4,3,5,1-7*t+ 20*t^2-33*t^3+ 39*t^4-33*t^5+ 20*t^6-7*t^7+ t^8
12a_25,12,3,3,6,2-15*t+ 44*t^2-63*t^3+ 44*t^4-15*t^5+ 2*t^6
12a_26,12,4,3,5,1-7*t+ 20*t^2-29*t^3+ 31*t^4-29*t^5+ 20*t^6-7*t^7+ t^8
12a_27,12,3,3,6,2-15*t+ 45*t^2-63*t^3+ 45*t^4-15*t^5+ 2*t^6
12a_28,12,3,3,6,2-15*t+ 42*t^2-57*t^3+ 42*t^4-15*t^5+ 2*t^6
12a_29,12,4,4,5,1-7*t+ 24*t^2-48*t^3+ 59*t^4-48*t^5+ 24*t^6-7*t^7+ t^8
12a_30,12,4,4,5,1-7*t+ 22*t^2-40*t^3+ 49*t^4-40*t^5+ 22*t^6-7*t^7+ t^8
12a_31,12,3,3,6,2-13*t+ 33*t^2-43*t^3+ 33*t^4-13*t^5+ 2*t^6
12a_32,12,3,3,6,2-13*t+ 34*t^2-45*t^3+ 34*t^4-13*t^5+ 2*t^6
12a_33,12,4,4,5,1-7*t+ 22*t^2-40*t^3+ 49*t^4-40*t^5+ 22*t^6-7*t^7+ t^8
12a_34,12,4,3,4,2-9*t+ 16*t^2-20*t^3+ 21*t^4-20*t^5+ 16*t^6-9*t^7+ 2*t^8
12a_35,12,3,3,5,4-20*t+ 40*t^2-49*t^3+ 40*t^4-20*t^5+ 4*t^6
12a_36,12,4,4,5,2-10*t+ 21*t^2-30*t^3+ 33*t^4-30*t^5+ 21*t^6-10*t^7+ 2*t^8
12a_37,12,3,3,5,3-15*t+ 30*t^2-37*t^3+ 30*t^4-15*t^5+ 3*t^6
12a_38,12,2,2,6,4-18*t+ 27*t^2-18*t^3+ 4*t^4
12a_39,12,4,3,5,1-7*t+ 21*t^2-40*t^3+ 49*t^4-40*t^5+ 21*t^6-7*t^7+ t^8
12a_40,12,4,3,5,1-7*t+ 23*t^2-46*t^3+ 57*t^4-46*t^5+ 23*t^6-7*t^7+ t^8
12a_41,12,4,3,4,2-9*t+ 23*t^2-37*t^3+ 43*t^4-37*t^5+ 23*t^6-9*t^7+ 2*t^8
12a_42,12,3,3,5,3-13*t+ 30*t^2-39*t^3+ 30*t^4-13*t^5+ 3*t^6
12a_43,12,3,3,5,6-23*t+ 45*t^2-55*t^3+ 45*t^4-23*t^5+ 6*t^6
12a_44,12,3,3,6,4-22*t+ 50*t^2-65*t^3+ 50*t^4-22*t^5+ 4*t^6
12a_45,12,4,3,5,1-8*t+ 22*t^2-37*t^3+ 43*t^4-37*t^5+ 22*t^6-8*t^7+ t^8
12a_46,12,3,3,6,2-15*t+ 38*t^2-51*t^3+ 38*t^4-15*t^5+ 2*t^6
12a_47,12,3,3,6,3-19*t+ 45*t^2-59*t^3+ 45*t^4-19*t^5+ 3*t^6
12a_48,12,4,3,5,1-8*t+ 28*t^2-57*t^3+ 73*t^4-57*t^5+ 28*t^6-8*t^7+ t^8
12a_49,12,3,3,5,5-23*t+ 53*t^2-69*t^3+ 53*t^4-23*t^5+ 5*t^6
12a_50,12,4,3,5,1-8*t+ 20*t^2-30*t^3+ 33*t^4-30*t^5+ 20*t^6-8*t^7+ t^8
12a_51,12,3,3,6,2-17*t+ 45*t^2-61*t^3+ 45*t^4-17*t^5+ 2*t^6
12a_52,12,4,3,4,3-9*t+ 15*t^2-18*t^3+ 19*t^4-18*t^5+ 15*t^6-9*t^7+ 3*t^8
12a_53,12,3,3,5,6-21*t+ 38*t^2-45*t^3+ 38*t^4-21*t^5+ 6*t^6
12a_54,12,3,3,6,3-17*t+ 39*t^2-51*t^3+ 39*t^4-17*t^5+ 3*t^6
12a_55,12,3,3,5,5-18*t+ 34*t^2-41*t^3+ 34*t^4-18*t^5+ 5*t^6
12a_56,12,2,3,6,7-22*t+ 31*t^2-22*t^3+ 7*t^4
12a_57,12,3,3,6,3-17*t+ 41*t^2-55*t^3+ 41*t^4-17*t^5+ 3*t^6
12a_58,12,4,3,5,1-7*t+ 23*t^2-44*t^3+ 55*t^4-44*t^5+ 23*t^6-7*t^7+ t^8
12a_59,12,4,3,5,1-8*t+ 28*t^2-57*t^3+ 71*t^4-57*t^5+ 28*t^6-8*t^7+ t^8
12a_60,12,4,3,5,1-8*t+ 28*t^2-57*t^3+ 73*t^4-57*t^5+ 28*t^6-8*t^7+ t^8
12a_61,12,4,3,5,1-7*t+ 21*t^2-38*t^3+ 45*t^4-38*t^5+ 21*t^6-7*t^7+ t^8
12a_62,12,3,3,6,2-12*t+ 30*t^2-41*t^3+ 30*t^4-12*t^5+ 2*t^6
12a_63,12,4,3,5,1-8*t+ 28*t^2-57*t^3+ 71*t^4-57*t^5+ 28*t^6-8*t^7+ t^8
12a_64,12,3,3,6,4-22*t+ 50*t^2-65*t^3+ 50*t^4-22*t^5+ 4*t^6
12a_65,12,4,3,5,1-8*t+ 22*t^2-37*t^3+ 43*t^4-37*t^5+ 22*t^6-8*t^7+ t^8
12a_66,12,4,3,5,1-7*t+ 25*t^2-52*t^3+ 67*t^4-52*t^5+ 25*t^6-7*t^7+ t^8
12a_67,12,4,3,5,1-8*t+ 26*t^2-47*t^3+ 55*t^4-47*t^5+ 26*t^6-8*t^7+ t^8
12a_68,12,3,3,6,2-15*t+ 44*t^2-63*t^3+ 44*t^4-15*t^5+ 2*t^6
12a_69,12,4,3,5,1-8*t+ 27*t^2-52*t^3+ 63*t^4-52*t^5+ 27*t^6-8*t^7+ t^8
12a_70,12,4,3,5,1-8*t+ 27*t^2-50*t^3+ 61*t^4-50*t^5+ 27*t^6-8*t^7+ t^8
12a_71,12,4,3,5,1-8*t+ 25*t^2-44*t^3+ 51*t^4-44*t^5+ 25*t^6-8*t^7+ t^8
12a_72,12,3,3,6,2-16*t+ 47*t^2-67*t^3+ 47*t^4-16*t^5+ 2*t^6
12a_73,12,3,3,6,2-17*t+ 51*t^2-71*t^3+ 51*t^4-17*t^5+ 2*t^6
12a_74,12,4,3,5,1-7*t+ 26*t^2-57*t^3+ 73*t^4-57*t^5+ 26*t^6-7*t^7+ t^8
12a_75,12,3,3,5,5-24*t+ 46*t^2-55*t^3+ 46*t^4-24*t^5+ 5*t^6
12a_76,12,2,3,6,8-36*t+ 55*t^2-36*t^3+ 8*t^4
12a_77,12,4,3,5,1-7*t+ 24*t^2-49*t^3+ 63*t^4-49*t^5+ 24*t^6-7*t^7+ t^8
12a_78,12,4,3,4,2-8*t+ 19*t^2-29*t^3+ 33*t^4-29*t^5+ 19*t^6-8*t^7+ 2*t^8
12a_79,12,4,3,5,1-7*t+ 22*t^2-43*t^3+ 55*t^4-43*t^5+ 22*t^6-7*t^7+ t^8
12a_80,12,4,3,5,1-7*t+ 21*t^2-36*t^3+ 43*t^4-36*t^5+ 21*t^6-7*t^7+ t^8
12a_81,12,3,3,6,2-14*t+ 38*t^2-51*t^3+ 38*t^4-14*t^5+ 2*t^6
12a_82,12,3,3,5,6-22*t+ 42*t^2-51*t^3+ 42*t^4-22*t^5+ 6*t^6
12a_83,12,3,3,6,3-20*t+ 48*t^2-63*t^3+ 48*t^4-20*t^5+ 3*t^6
12a_84,12,4,3,5,1-7*t+ 22*t^2-43*t^3+ 53*t^4-43*t^5+ 22*t^6-7*t^7+ t^8
12a_85,12,4,3,4,2-8*t+ 19*t^2-28*t^3+ 31*t^4-28*t^5+ 19*t^6-8*t^7+ 2*t^8
12a_86,12,3,3,5,4-17*t+ 39*t^2-51*t^3+ 39*t^4-17*t^5+ 4*t^6
12a_87,12,4,3,5,1-7*t+ 20*t^2-37*t^3+ 45*t^4-37*t^5+ 20*t^6-7*t^7+ t^8
12a_88,12,4,3,5,1-8*t+ 30*t^2-65*t^3+ 83*t^4-65*t^5+ 30*t^6-8*t^7+ t^8
12a_89,12,3,3,5,4-17*t+ 38*t^2-49*t^3+ 38*t^4-17*t^5+ 4*t^6
12a_90,12,4,3,5,1-7*t+ 24*t^2-49*t^3+ 61*t^4-49*t^5+ 24*t^6-7*t^7+ t^8
12a_91,12,4,3,5,1-8*t+ 26*t^2-47*t^3+ 57*t^4-47*t^5+ 26*t^6-8*t^7+ t^8
12a_92,12,4,3,5,1-8*t+ 23*t^2-40*t^3+ 47*t^4-40*t^5+ 23*t^6-8*t^7+ t^8
12a_93,12,4,3,4,3-9*t+ 16*t^2-21*t^3+ 23*t^4-21*t^5+ 16*t^6-9*t^7+ 3*t^8
12a_94,12,3,3,5,6-20*t+ 35*t^2-41*t^3+ 35*t^4-20*t^5+ 6*t^6
12a_95,12,3,3,6,3-18*t+ 46*t^2-61*t^3+ 46*t^4-18*t^5+ 3*t^6
12a_96,12,3,3,5,5-15*t+ 24*t^2-27*t^3+ 24*t^4-15*t^5+ 5*t^6
12a_97,12,2,3,6,10-32*t+ 45*t^2-32*t^3+ 10*t^4
12a_98,12,4,3,5,1-7*t+ 22*t^2-41*t^3+ 49*t^4-41*t^5+ 22*t^6-7*t^7+ t^8
12a_99,12,4,3,5,1-7*t+ 24*t^2-47*t^3+ 59*t^4-47*t^5+ 24*t^6-7*t^7+ t^8
12a_100,12,3,3,6,3-21*t+ 53*t^2-71*t^3+ 53*t^4-21*t^5+ 3*t^6
12a_101,12,4,3,5,1-7*t+ 25*t^2-50*t^3+ 63*t^4-50*t^5+ 25*t^6-7*t^7+ t^8
12a_102,12,3,3,5,7-27*t+ 53*t^2-65*t^3+ 53*t^4-27*t^5+ 7*t^6
12a_103,12,3,3,6,3-20*t+ 52*t^2-69*t^3+ 52*t^4-20*t^5+ 3*t^6
12a_104,12,3,3,5,4-17*t+ 37*t^2-47*t^3+ 37*t^4-17*t^5+ 4*t^6
12a_105,12,4,3,5,1-7*t+ 17*t^2-26*t^3+ 29*t^4-26*t^5+ 17*t^6-7*t^7+ t^8
12a_106,12,3,3,6,2-14*t+ 34*t^2-45*t^3+ 34*t^4-14*t^5+ 2*t^6
12a_107,12,3,3,5,7-27*t+ 53*t^2-65*t^3+ 53*t^4-27*t^5+ 7*t^6
12a_108,12,4,3,5,1-8*t+ 26*t^2-51*t^3+ 63*t^4-51*t^5+ 26*t^6-8*t^7+ t^8
12a_109,12,3,3,6,2-14*t+ 35*t^2-47*t^3+ 35*t^4-14*t^5+ 2*t^6
12a_110,12,3,3,6,3-18*t+ 42*t^2-55*t^3+ 42*t^4-18*t^5+ 3*t^6
12a_111,12,4,3,5,1-8*t+ 26*t^2-47*t^3+ 57*t^4-47*t^5+ 26*t^6-8*t^7+ t^8
12a_112,12,4,3,5,1-7*t+ 20*t^2-35*t^3+ 41*t^4-35*t^5+ 20*t^6-7*t^7+ t^8
12a_113,12,4,4,5,1-7*t+ 24*t^2-48*t^3+ 59*t^4-48*t^5+ 24*t^6-7*t^7+ t^8
12a_114,12,3,4,6,4-21*t+ 46*t^2-59*t^3+ 46*t^4-21*t^5+ 4*t^6
12a_115,12,4,3,5,1-7*t+ 25*t^2-50*t^3+ 63*t^4-50*t^5+ 25*t^6-7*t^7+ t^8
12a_116,12,4,4,5,1-7*t+ 20*t^2-36*t^3+ 43*t^4-36*t^5+ 20*t^6-7*t^7+ t^8
12a_117,12,3,4,6,4-21*t+ 46*t^2-59*t^3+ 46*t^4-21*t^5+ 4*t^6
12a_118,12,3,3,6,2-13*t+ 32*t^2-43*t^3+ 32*t^4-13*t^5+ 2*t^6
12a_119,12,4,4,5,1-7*t+ 22*t^2-40*t^3+ 49*t^4-40*t^5+ 22*t^6-7*t^7+ t^8
12a_120,12,4,3,5,1-8*t+ 26*t^2-51*t^3+ 63*t^4-51*t^5+ 26*t^6-8*t^7+ t^8
12a_121,12,3,3,6,2-13*t+ 33*t^2-45*t^3+ 33*t^4-13*t^5+ 2*t^6
12a_122,12,4,4,5,1-7*t+ 20*t^2-36*t^3+ 43*t^4-36*t^5+ 20*t^6-7*t^7+ t^8
12a_123,12,4,3,5,1-7*t+ 19*t^2-30*t^3+ 35*t^4-30*t^5+ 19*t^6-7*t^7+ t^8
12a_124,12,3,3,6,2-14*t+ 36*t^2-47*t^3+ 36*t^4-14*t^5+ 2*t^6
12a_125,12,3,3,7,1-12*t+ 44*t^2-67*t^3+ 44*t^4-12*t^5+ t^6
12a_126,12,4,3,5,1-8*t+ 26*t^2-49*t^3+ 61*t^4-49*t^5+ 26*t^6-8*t^7+ t^8
12a_127,12,3,3,6,3-17*t+ 37*t^2-45*t^3+ 37*t^4-17*t^5+ 3*t^6
12a_128,12,2,3,7,5-25*t+ 41*t^2-25*t^3+ 5*t^4
12a_129,12,4,3,5,1-7*t+ 19*t^2-32*t^3+ 37*t^4-32*t^5+ 19*t^6-7*t^7+ t^8
12a_130,12,3,3,6,2-14*t+ 36*t^2-49*t^3+ 36*t^4-14*t^5+ 2*t^6
12a_131,12,4,3,5,1-8*t+ 26*t^2-49*t^3+ 59*t^4-49*t^5+ 26*t^6-8*t^7+ t^8
12a_132,12,4,3,5,1-8*t+ 26*t^2-49*t^3+ 61*t^4-49*t^5+ 26*t^6-8*t^7+ t^8
12a_133,12,4,3,5,1-8*t+ 26*t^2-49*t^3+ 59*t^4-49*t^5+ 26*t^6-8*t^7+ t^8
12a_134,12,4,3,5,1-8*t+ 26*t^2-47*t^3+ 57*t^4-47*t^5+ 26*t^6-8*t^7+ t^8
12a_135,12,3,3,6,2-15*t+ 42*t^2-57*t^3+ 42*t^4-15*t^5+ 2*t^6
12a_136,12,4,3,5,1-8*t+ 26*t^2-47*t^3+ 55*t^4-47*t^5+ 26*t^6-8*t^7+ t^8
12a_137,12,4,3,5,1-8*t+ 26*t^2-46*t^3+ 53*t^4-46*t^5+ 26*t^6-8*t^7+ t^8
12a_138,12,4,3,5,1-8*t+ 26*t^2-48*t^3+ 57*t^4-48*t^5+ 26*t^6-8*t^7+ t^8
12a_139,12,4,3,5,1-8*t+ 28*t^2-56*t^3+ 71*t^4-56*t^5+ 28*t^6-8*t^7+ t^8
12a_140,12,3,3,6,2-15*t+ 43*t^2-61*t^3+ 43*t^4-15*t^5+ 2*t^6
12a_141,12,4,3,5,1-7*t+ 20*t^2-33*t^3+ 39*t^4-33*t^5+ 20*t^6-7*t^7+ t^8
12a_142,12,4,3,5,1-7*t+ 22*t^2-39*t^3+ 47*t^4-39*t^5+ 22*t^6-7*t^7+ t^8
12a_143,12,4,3,4,3-8*t+ 12*t^2-13*t^3+ 13*t^4-13*t^5+ 12*t^6-8*t^7+ 3*t^8
12a_144,12,3,3,5,6-19*t+ 32*t^2-37*t^3+ 32*t^4-19*t^5+ 6*t^6
12a_145,12,3,3,5,6-21*t+ 39*t^2-47*t^3+ 39*t^4-21*t^5+ 6*t^6
12a_146,12,5,3,3,1-3*t+ 6*t^2-7*t^3+ 7*t^4-7*t^5+ 7*t^6-7*t^7+ 6*t^8-3*t^9+ t^10
12a_147,12,4,3,4,2-7*t+ 15*t^2-20*t^3+ 21*t^4-20*t^5+ 15*t^6-7*t^7+ 2*t^8
12a_148,12,4,3,4,2-8*t+ 20*t^2-32*t^3+ 37*t^4-32*t^5+ 20*t^6-8*t^7+ 2*t^8
12a_149,12,4,3,5,1-7*t+ 22*t^2-43*t^3+ 53*t^4-43*t^5+ 22*t^6-7*t^7+ t^8
12a_150,12,3,3,5,4-16*t+ 36*t^2-47*t^3+ 36*t^4-16*t^5+ 4*t^6
12a_151,12,3,3,6,2-13*t+ 35*t^2-47*t^3+ 35*t^4-13*t^5+ 2*t^6
12a_152,12,2,3,6,9-28*t+ 39*t^2-28*t^3+ 9*t^4
12a_153,12,3,3,5,3-11*t+ 24*t^2-31*t^3+ 24*t^4-11*t^5+ 3*t^6
12a_154,12,3,3,6,4-24*t+ 56*t^2-73*t^3+ 56*t^4-24*t^5+ 4*t^6
12a_155,12,3,3,6,2-15*t+ 41*t^2-55*t^3+ 41*t^4-15*t^5+ 2*t^6
12a_156,12,2,3,6,11-35*t+ 49*t^2-35*t^3+ 11*t^4
12a_157,12,4,4,5,1-7*t+ 22*t^2-40*t^3+ 49*t^4-40*t^5+ 22*t^6-7*t^7+ t^8
12a_158,12,4,3,5,1-7*t+ 16*t^2-23*t^3+ 25*t^4-23*t^5+ 16*t^6-7*t^7+ t^8
12a_159,12,3,3,6,2-15*t+ 37*t^2-49*t^3+ 37*t^4-15*t^5+ 2*t^6
12a_160,12,4,3,4,2-7*t+ 14*t^2-18*t^3+ 19*t^4-18*t^5+ 14*t^6-7*t^7+ 2*t^8
12a_161,12,3,3,5,4-16*t+ 34*t^2-43*t^3+ 34*t^4-16*t^5+ 4*t^6
12a_162,12,3,3,6,4-24*t+ 56*t^2-73*t^3+ 56*t^4-24*t^5+ 4*t^6
12a_163,12,3,3,6,4-22*t+ 54*t^2-71*t^3+ 54*t^4-22*t^5+ 4*t^6
12a_164,12,4,4,5,1-7*t+ 20*t^2-36*t^3+ 43*t^4-36*t^5+ 20*t^6-7*t^7+ t^8
12a_165,12,3,3,6,2-11*t+ 24*t^2-31*t^3+ 24*t^4-11*t^5+ 2*t^6
12a_166,12,4,4,5,1-7*t+ 20*t^2-36*t^3+ 43*t^4-36*t^5+ 20*t^6-7*t^7+ t^8
12a_167,12,4,4,4,2-8*t+ 19*t^2-30*t^3+ 35*t^4-30*t^5+ 19*t^6-8*t^7+ 2*t^8
12a_168,12,3,3,5,3-11*t+ 22*t^2-27*t^3+ 22*t^4-11*t^5+ 3*t^6
12a_169,12,2,2,6,4-12*t+ 17*t^2-12*t^3+ 4*t^4
12a_170,12,3,3,6,3-18*t+ 42*t^2-53*t^3+ 42*t^4-18*t^5+ 3*t^6
12a_171,12,3,3,6,3-18*t+ 46*t^2-63*t^3+ 46*t^4-18*t^5+ 3*t^6
12a_172,12,4,3,5,1-7*t+ 18*t^2-25*t^3+ 27*t^4-25*t^5+ 18*t^6-7*t^7+ t^8
12a_173,12,4,3,5,1-7*t+ 20*t^2-35*t^3+ 43*t^4-35*t^5+ 20*t^6-7*t^7+ t^8
12a_174,12,4,3,5,1-7*t+ 20*t^2-35*t^3+ 41*t^4-35*t^5+ 20*t^6-7*t^7+ t^8
12a_175,12,3,3,6,2-16*t+ 44*t^2-59*t^3+ 44*t^4-16*t^5+ 2*t^6
12a_176,12,3,3,6,2-13*t+ 31*t^2-39*t^3+ 31*t^4-13*t^5+ 2*t^6
12a_177,12,3,3,6,2-15*t+ 41*t^2-55*t^3+ 41*t^4-15*t^5+ 2*t^6
12a_178,12,3,3,6,3-16*t+ 32*t^2-37*t^3+ 32*t^4-16*t^5+ 3*t^6
12a_179,12,4,3,5,1-7*t+ 18*t^2-27*t^3+ 29*t^4-27*t^5+ 18*t^6-7*t^7+ t^8
12a_180,12,3,3,6,2-15*t+ 41*t^2-57*t^3+ 41*t^4-15*t^5+ 2*t^6
12a_181,12,3,3,7,1-11*t+ 40*t^2-61*t^3+ 40*t^4-11*t^5+ t^6
12a_182,12,4,4,5,1-7*t+ 20*t^2-36*t^3+ 43*t^4-36*t^5+ 20*t^6-7*t^7+ t^8
12a_183,12,2,3,7,6-30*t+ 49*t^2-30*t^3+ 6*t^4
12a_184,12,4,3,5,1-8*t+ 27*t^2-52*t^3+ 65*t^4-52*t^5+ 27*t^6-8*t^7+ t^8
12a_185,12,4,3,5,1-8*t+ 27*t^2-54*t^3+ 67*t^4-54*t^5+ 27*t^6-8*t^7+ t^8
12a_186,12,4,3,5,1-8*t+ 25*t^2-40*t^3+ 45*t^4-40*t^5+ 25*t^6-8*t^7+ t^8
12a_187,12,3,3,6,2-16*t+ 49*t^2-69*t^3+ 49*t^4-16*t^5+ 2*t^6
12a_188,12,4,3,5,1-8*t+ 26*t^2-47*t^3+ 57*t^4-47*t^5+ 26*t^6-8*t^7+ t^8
12a_189,12,4,3,5,1-8*t+ 26*t^2-48*t^3+ 59*t^4-48*t^5+ 26*t^6-8*t^7+ t^8
12a_190,12,4,3,5,1-8*t+ 26*t^2-46*t^3+ 55*t^4-46*t^5+ 26*t^6-8*t^7+ t^8
12a_191,12,4,3,5,1-8*t+ 28*t^2-58*t^3+ 73*t^4-58*t^5+ 28*t^6-8*t^7+ t^8
12a_192,12,3,3,6,2-15*t+ 43*t^2-59*t^3+ 43*t^4-15*t^5+ 2*t^6
12a_193,12,4,3,5,1-7*t+ 16*t^2-19*t^3+ 19*t^4-19*t^5+ 16*t^6-7*t^7+ t^8
12a_194,12,3,3,6,2-15*t+ 39*t^2-51*t^3+ 39*t^4-15*t^5+ 2*t^6
12a_195,12,4,4,5,1-7*t+ 18*t^2-28*t^3+ 33*t^4-28*t^5+ 18*t^6-7*t^7+ t^8
12a_196,12,3,3,6,2-13*t+ 30*t^2-37*t^3+ 30*t^4-13*t^5+ 2*t^6
12a_197,12,2,2,7,3-17*t+ 29*t^2-17*t^3+ 3*t^4
12a_198,12,3,3,6,2-16*t+ 50*t^2-73*t^3+ 50*t^4-16*t^5+ 2*t^6
12a_199,12,3,3,5,5-26*t+ 56*t^2-71*t^3+ 56*t^4-26*t^5+ 5*t^6
12a_200,12,4,3,5,1-7*t+ 24*t^2-47*t^3+ 57*t^4-47*t^5+ 24*t^6-7*t^7+ t^8
12a_201,12,3,3,6,2-13*t+ 37*t^2-53*t^3+ 37*t^4-13*t^5+ 2*t^6
12a_202,12,4,3,5,1-8*t+ 28*t^2-58*t^3+ 75*t^4-58*t^5+ 28*t^6-8*t^7+ t^8
12a_203,12,4,3,5,1-7*t+ 22*t^2-39*t^3+ 45*t^4-39*t^5+ 22*t^6-7*t^7+ t^8
12a_204,12,3,2,6,2-14*t+ 41*t^2-59*t^3+ 41*t^4-14*t^5+ 2*t^6
12a_205,12,4,3,4,2-9*t+ 18*t^2-26*t^3+ 29*t^4-26*t^5+ 18*t^6-9*t^7+ 2*t^8
12a_206,12,3,2,5,3-13*t+ 23*t^2-27*t^3+ 23*t^4-13*t^5+ 3*t^6
12a_207,12,4,3,5,1-7*t+ 20*t^2-33*t^3+ 37*t^4-33*t^5+ 20*t^6-7*t^7+ t^8
12a_208,12,3,3,6,2-14*t+ 39*t^2-55*t^3+ 39*t^4-14*t^5+ 2*t^6
12a_209,12,4,3,5,1-8*t+ 29*t^2-60*t^3+ 77*t^4-60*t^5+ 29*t^6-8*t^7+ t^8
12a_210,12,3,3,5,4-20*t+ 43*t^2-55*t^3+ 43*t^4-20*t^5+ 4*t^6
12a_211,12,4,3,4,2-8*t+ 20*t^2-34*t^3+ 41*t^4-34*t^5+ 20*t^6-8*t^7+ 2*t^8
12a_212,12,3,3,5,4-16*t+ 33*t^2-41*t^3+ 33*t^4-16*t^5+ 4*t^6
12a_213,12,4,3,5,1-8*t+ 28*t^2-54*t^3+ 65*t^4-54*t^5+ 28*t^6-8*t^7+ t^8
12a_214,12,4,3,5,1-8*t+ 28*t^2-56*t^3+ 71*t^4-56*t^5+ 28*t^6-8*t^7+ t^8
12a_215,12,4,3,5,1-7*t+ 22*t^2-42*t^3+ 51*t^4-42*t^5+ 22*t^6-7*t^7+ t^8
12a_216,12,4,3,5,1-7*t+ 18*t^2-24*t^3+ 25*t^4-24*t^5+ 18*t^6-7*t^7+ t^8
12a_217,12,4,3,5,1-7*t+ 22*t^2-42*t^3+ 53*t^4-42*t^5+ 22*t^6-7*t^7+ t^8
12a_218,12,3,3,6,2-15*t+ 42*t^2-57*t^3+ 42*t^4-15*t^5+ 2*t^6
12a_219,12,4,3,5,1-7*t+ 22*t^2-38*t^3+ 45*t^4-38*t^5+ 22*t^6-7*t^7+ t^8
12a_220,12,4,3,5,1-7*t+ 22*t^2-40*t^3+ 47*t^4-40*t^5+ 22*t^6-7*t^7+ t^8
12a_221,12,3,2,6,2-14*t+ 40*t^2-57*t^3+ 40*t^4-14*t^5+ 2*t^6
12a_222,12,4,3,5,1-8*t+ 29*t^2-62*t^3+ 81*t^4-62*t^5+ 29*t^6-8*t^7+ t^8
12a_223,12,3,3,6,3-18*t+ 44*t^2-59*t^3+ 44*t^4-18*t^5+ 3*t^6
12a_224,12,4,3,5,1-8*t+ 27*t^2-50*t^3+ 59*t^4-50*t^5+ 27*t^6-8*t^7+ t^8
12a_225,12,4,3,5,1-7*t+ 24*t^2-50*t^3+ 63*t^4-50*t^5+ 24*t^6-7*t^7+ t^8
12a_226,12,3,2,5,4-20*t+ 41*t^2-51*t^3+ 41*t^4-20*t^5+ 4*t^6
12a_227,12,3,3,5,5-26*t+ 56*t^2-71*t^3+ 56*t^4-26*t^5+ 5*t^6
12a_228,12,4,3,5,1-7*t+ 24*t^2-49*t^3+ 61*t^4-49*t^5+ 24*t^6-7*t^7+ t^8
12a_229,12,3,3,6,2-16*t+ 48*t^2-69*t^3+ 48*t^4-16*t^5+ 2*t^6
12a_230,12,3,3,6,3-20*t+ 56*t^2-77*t^3+ 56*t^4-20*t^5+ 3*t^6
12a_231,12,3,3,5,5-24*t+ 48*t^2-59*t^3+ 48*t^4-24*t^5+ 5*t^6
12a_232,12,3,3,5,4-20*t+ 42*t^2-53*t^3+ 42*t^4-20*t^5+ 4*t^6
12a_233,12,4,3,5,1-8*t+ 27*t^2-54*t^3+ 69*t^4-54*t^5+ 27*t^6-8*t^7+ t^8
12a_234,12,4,3,4,2-8*t+ 18*t^2-27*t^3+ 31*t^4-27*t^5+ 18*t^6-8*t^7+ 2*t^8
12a_235,12,3,3,5,4-18*t+ 40*t^2-51*t^3+ 40*t^4-18*t^5+ 4*t^6
12a_236,12,4,3,4,2-8*t+ 14*t^2-17*t^3+ 17*t^4-17*t^5+ 14*t^6-8*t^7+ 2*t^8
12a_237,12,3,3,5,4-18*t+ 36*t^2-45*t^3+ 36*t^4-18*t^5+ 4*t^6
12a_238,12,3,3,5,4-17*t+ 33*t^2-41*t^3+ 33*t^4-17*t^5+ 4*t^6
12a_239,12,2,2,6,6-22*t+ 31*t^2-22*t^3+ 6*t^4
12a_240,12,4,3,4,2-9*t+ 22*t^2-34*t^3+ 39*t^4-34*t^5+ 22*t^6-9*t^7+ 2*t^8
12a_241,12,3,2,5,3-13*t+ 29*t^2-37*t^3+ 29*t^4-13*t^5+ 3*t^6
12a_242,12,4,3,5,1-7*t+ 22*t^2-41*t^3+ 49*t^4-41*t^5+ 22*t^6-7*t^7+ t^8
12a_243,12,3,2,6,2-12*t+ 31*t^2-43*t^3+ 31*t^4-12*t^5+ 2*t^6
